district,Need_Index_recomputed,need_factor,contrib_score,contrib_share_pct,rank_in_district
강남구,33.824319783160405,perceived_stress_rate,9.791666666666668,28.948598905872142,1.0
강남구,33.824319783160405,suicide_rate,5.467625899280574,16.164777102192183,2.0
강남구,33.824319783160405,depression_experience_rate,4.769230769230769,14.1000049662644,3.0
강동구,44.57214139916917,unemployment_rate,9.666666666666668,21.687687338367045,1.0
강동구,44.57214139916917,depression_experience_rate,7.230769230769229,16.222620237187012,2.0
강동구,44.57214139916917,suicide_rate,5.467625899280574,12.266913205526382,3.0
강북구,69.98988948240813,high_risk_drinking_rate,10.0,14.287777954719427,1.0
강북구,69.98988948240813,elderly_population_rate,10.0,14.287777954719427,1.0
강북구,69.98988948240813,old_dependency_ratio,10.0,14.287777954719427,1.0
강서구,53.87485557342007,basic_livelihood_recipients,10.0,18.561534678031958,1.0
강서구,53.87485557342007,depression_experience_rate,6.615384615384615,12.279169094698066,2.0
강서구,53.87485557342007,single_households,6.240522477274004,11.583367437095934,3.0
관악구,61.54133021717184,single_households,10.0,16.249242524838547,1.0
관악구,61.54133021717184,unemployment_rate,9.666666666666668,15.707601107343928,2.0
관악구,61.54133021717184,suicide_rate,9.280575539568344,15.080232271253037,3.0
광진구,50.214372447111245,depression_experience_rate,8.307692307692307,16.544451125905162,1.0
광진구,50.214372447111245,perceived_stress_rate,8.229166666666668,16.388070318580827,2.0
광진구,50.214372447111245,suicide_rate,8.057553956834534,16.04631017806949,3.0
구로구,48.08680854417838,unemployment_rate,9.666666666666668,20.102533229639672,1.0
구로구,48.08680854417838,suicide_rate,6.043165467625899,12.567200133637304,2.0
구로구,48.08680854417838,high_risk_drinking_rate,5.340909090909091,11.106807152739787,3.0
금천구,52.6753857253952,suicide_rate,10.0,18.98419890483863,1.0
금천구,52.6753857253952,unemployment_rate,10.0,18.98419890483863,1.0
금천구,52.6753857253952,unmet_medical_need_rate,6.385542168674699,12.122440264535511,3.0
노원구,62.433980158149296,basic_livelihood_recipients,9.624124319903276,15.414881920910293,1.0
노원구,62.433980158149296,depression_experience_rate,9.538461538461537,15.277676538160788,2.0
노원구,62.433980158149296,perceived_stress_rate,9.270833333333334,14.84901861109882,3.0
도봉구,61.53574372157645,depression_experience_rate,10.0,16.250717705218328,1.0
도봉구,61.53574372157645,old_dependency_ratio,10.0,16.250717705218328,1.0
도봉구,61.53574372157645,elderly_population_rate,9.758457667979169,15.858194080065264,3.0
동대문구,29.09292412027472,suicide_rate,5.1079136690647475,17.557237106685562,1.0
동대문구,29.09292412027472,high_risk_drinking_rate,4.886363636363636,16.795711617583166,2.0
동대문구,29.09292412027472,basic_livelihood_recipients,3.851214394936169,13.237632556337903,3.0
동작구,48.85204000883801,unemployment_rate,9.0,18.422976805823822,1.0
동작구,48.85204000883801,perceived_stress_rate,7.1875,14.71279397687319,2.0
동작구,48.85204000883801,high_risk_drinking_rate,6.022727272727272,12.328507205917454,3.0
마포구,33.37438079747813,unmet_medical_need_rate,6.506024096385542,19.494066828880783,1.0
마포구,33.37438079747813,suicide_rate,6.258992805755396,18.75388443529818,2.0
마포구,33.37438079747813,depression_experience_rate,6.153846153846155,18.438832442132252,3.0
서대문구,53.0568594472265,unmet_medical_need_rate,10.0,18.847704338675744,1.0
서대문구,53.0568594472265,depression_experience_rate,9.384615384615383,17.68784561014185,2.0
서대문구,53.0568594472265,perceived_stress_rate,9.375000000000002,17.669722817508514,3.0
서초구,16.123895065685307,depression_experience_rate,4.461538461538462,27.670351632549743,1.0
서초구,16.123895065685307,perceived_stress_rate,3.854166666666667,23.90344672280249,2.0
서초구,16.123895065685307,unemployment_rate,2.0000000000000004,12.403950731832646,3.0
성동구,35.60941147003254,suicide_rate,7.769784172661872,21.819468089779054,1.0
성동구,35.60941147003254,unemployment_rate,5.999999999999999,16.84947813599604,2.0
성동구,35.60941147003254,perceived_stress_rate,5.625,15.79638575249629,3.0
성북구,47.25257709592036,perceived_stress_rate,8.750000000000002,18.517508541889562,1.0
성북구,47.25257709592036,high_risk_drinking_rate,6.590909090909091,13.948253187397329,2.0
성북구,47.25257709592036,depression_experience_rate,5.846153846153845,12.372137575240492,3.0
송파구,46.36610979595306,perceived_stress_rate,10.0,21.56747685757502,1.0
송파구,46.36610979595306,depression_experience_rate,8.461538461538463,18.249403494871174,2.0
송파구,46.36610979595306,basic_livelihood_recipients,4.87820490025248,10.521057129270442,3.0
양천구,37.656030369467494,unemployment_rate,5.999999999999999,15.933702892020603,1.0
양천구,37.656030369467494,basic_livelihood_recipients,4.845489136232709,12.867764043874258,2.0
양천구,37.656030369467494,perceived_stress_rate,4.687500000000001,12.448205384391102,3.0
영등포구,30.680959207086694,perceived_stress_rate,7.5,24.44512881548908,1.0
영등포구,30.680959207086694,unemployment_rate,4.666666666666666,15.210302374082094,2.0
영등포구,30.680959207086694,single_households,4.070219918643741,13.2662733624821,3.0
용산구,28.635825891243528,unemployment_rate,7.333333333333334,25.608946503532746,1.0
용산구,28.635825891243528,high_risk_drinking_rate,4.659090909090909,16.270146797182477,2.0
용산구,28.635825891243528,depression_experience_rate,3.3846153846153846,11.819513770861265,3.0
은평구,49.24304524833475,basic_livelihood_recipients,7.749724405248746,15.73770339784341,1.0
은평구,49.24304524833475,unmet_medical_need_rate,7.108433734939759,14.435406460123714,2.0
은평구,49.24304524833475,unemployment_rate,5.999999999999999,12.184461723968829,3.0
종로구,46.99458823599309,suicide_rate,9.280575539568344,19.748179286014818,1.0
종로구,46.99458823599309,perceived_stress_rate,8.854166666666668,18.8408218882643,2.0
종로구,46.99458823599309,unemployment_rate,6.333333333333334,13.476729068311407,3.0
중구,25.751992993461695,suicide_rate,7.553956834532374,29.333484349930846,1.0
중구,25.751992993461695,elderly_population_rate,5.112220814214849,19.851748233671923,2.0
중구,25.751992993461695,old_dependency_ratio,4.649681528662422,18.055618180087862,3.0
중랑구,55.883799193392285,suicide_rate,8.633093525179856,15.44829387011439,1.0
중랑구,55.883799193392285,basic_livelihood_recipients,8.62558230503894,15.434853087187442,2.0
중랑구,55.883799193392285,elderly_population_rate,6.701978837783455,11.992704387528288,3.0
